rate,avgbs
1.128303,70.11538461538461
1.173468,60.02285714285714
0.468106,66.04450261780104
1.336511,76.52542372881356
0.068482,32.81578947368421
4.523275,87.78571428571429
5.552563,59.43969849246231
0.452556,50.48598130841121
1.355459,59.17391304347826
0.177465,42.72844827586207
0.498607,60.735632183908045
8.055179,84.83783783783784
0.605932,64.35
0.993629,87.875
3.738519,74.97590361445783
0.381859,62.0
0.594815,73.48611111111111
1.650905,64.70689655172414
0.031143,42.291666666666664
1.850551,81.18032786885246
4.061315,61.78971962616822
3.304998,64.05555555555556
0.511173,50.84705882352941
0.190347,57.59428571428571
0.43872,61.682403433476395
0.662074,60.506493506493506
0.026661,29.17808219178082
2.588886,65.22727272727273
6.148896,75.1875
10.230376,55.08163265306123
1.22149,65.0138017565872
2.501297,71.53846153846153
0.881565,60.61904761904762
5.258498,91.46666666666667
1.645956,74.9
0.702487,69.46428571428571
0.650385,58.12658227848101
1.103522,70.7741935483871
0.288736,48.348066298342545
3.49429,80.36363636363636
0.562772,80.70833333333333
4.599001,66.6923076923077
0.494434,66.65803108808291
2.486218,83.5945945945946
0.372536,57.20857142857143
1.092879,90.54545454545455
10.658066,66.8936170212766
3.675209,60.20338983050848
1.410098,75.75090252707581
1.318714,60.28767123287671
0.885357,78.0
0.245759,73.25490196078431
0.699381,86.28571428571429
4.806695,60.11666666666667
8.485149,80.75
0.645913,71.225
3.983042,86.29411764705883
0.89447,55.470588235294116
3.601284,65.73447537473234
3.621154,82.23696682464455
5.836279,86.55555555555556
2.267801,80.3076923076923
0.363565,89.5
4.625213,71.66666666666667
0.161241,63.916666666666664
5.290361,89.71428571428571
1.194787,78.87234042553192
1.032423,81.85
1.305085,69.23728813559322
0.748339,67.83333333333333
1.807188,88.64285714285714
0.422887,55.23913043478261
2.866526,96.1
6.759509,82.72222222222223
0.887549,70.71052631578948
2.693582,82.26923076923077
8.054447,86.04545454545455
0.8516,61.36842105263158
1.038622,70.07142857142857
1.569103,71.61864406779661
6.52129,79.86
5.087404,82.05
3.36072,81.24324324324324
1.007943,82.0
0.246897,74.84615384615384
1.854442,71.0
0.864356,90.83333333333333
3.440662,68.91666666666667
0.187617,67.25
3.43049,79.36585365853658
0.503544,55.72727272727273
0.698911,70.65517241379311
0.987738,62.5
0.56134,67.77272727272727
0.031742,38.93333333333333
0.422713,65.8
1.020464,76.6086956521739
0.721886,60.56666666666667
0.098703,59.78947368421053
0.016759,48.0
0.731321,71.91304347826087
0.356132,74.5909090909091
0.049224,33.25
3.349892,78.4
0.132815,70.4186046511628
0.311339,87.0
0.852891,69.35
0.206868,52.42307692307692
4.518552,77.42857142857143
0.113205,75.125
0.216319,74.33333333333333
1.267183,75.34883720930233
0.322403,88.53333333333333
0.518118,76.52
0.114331,45.625
1.091223,73.86363636363636
0.073005,61.18181818181818
1.548447,71.96
8.862156,69.05882352941177
1.676061,66.25
0.392898,75.04545454545455
4.49027,80.0625
7.255324,77.0
1.832282,84.13333333333334
0.1925,68.66666666666667
0.866132,69.33333333333333
1.487625,66.27586206896552
1.283619,77.05
4.383195,78.35714285714286
0.209965,72.20833333333333
0.952304,64.125
2.340619,77.68181818181819
0.429116,72.24691358024691
3.428225,66.33333333333333
0.762378,70.45454545454545
3.617068,85.0
2.371102,88.4
4.896826,81.04545454545455
0.510274,71.86363636363636
0.928858,76.33333333333333
0.195598,70.18518518518519
1.164558,76.0
0.450247,76.6875
0.219824,65.84848484848484
2.00901,83.38095238095238
2.53106,83.375
0.012755,65.72727272727273
3.782899,86.21052631578948
0.340506,73.05128205128206
0.60159,72.53846153846153
4.144642,77.88888888888889
4.912825,80.13636363636364
0.078997,65.0952380952381
0.57188,71.46153846153847
0.666518,67.70833333333333
3.487413,80.3913043478261
0.018552,31.333333333333332
2.248476,74.9090909090909
2.091316,62.541666666666664
1.729167,82.41379310344827
1.809839,63.421052631578945
0.904075,70.82352941176471
1.181375,86.14285714285714
0.227745,43.04545454545455
1.074517,70.1
2.047902,76.05084745762711
3.159881,69.64285714285714
0.6483,59.32142857142857
0.147436,59.875
0.059203,42.285714285714285
2.328989,59.63934426229508
0.095539,50.04
4.180398,77.47540983606558
2.793299,55.57142857142857
0.657235,79.31818181818181
3.006021,81.22727272727273
2.254032,67.975
0.039467,61.54545454545455
1.128303,85.18181818181819
1.173468,78.31818181818181
1.3018,67.80952380952381
0.464034,66.75
4.681211,55.4
0.068482,51.869565217391305
4.523275,81.34782608695652
5.552563,47.25
0.452556,41.0
1.355459,64.78260869565217
0.177465,49.604395604395606
8.055179,74.55223880597015
0.605932,65.71428571428571
0.993629,72.9090909090909
3.738519,77.52173913043478
0.594815,52.23809523809524
1.650905,65.59677419354838
0.031143,31.77777777777778
1.850551,66.82857142857142
4.061315,68.64
0.576615,53.108108108108105
3.304998,66.31818181818181
0.190347,68.0
0.43872,57.86206896551724
0.662074,75.21428571428571
0.026661,47.23076923076923
2.588886,66.5
6.148896,74.34782608695652
10.230376,89.375
1.22149,71.38461538461539
0.881565,68.2
5.258498,75.6875
1.645956,64.66666666666667
0.702487,68.88
6.388211,81.56410256410257
0.650385,77.55
1.103522,67.7741935483871
0.288736,56.44
3.49429,79.55
0.562772,47.51020408163265
4.599001,59.28
0.494434,55.875
0.372536,59.04545454545455
1.092879,79.75
10.658066,65.54545454545455
3.675209,67.11111111111111
1.410098,90.23076923076923
1.318714,81.73333333333333
0.885357,77.57142857142857
0.245759,75.15503875968992
0.699381,56.11764705882353
0.567228,72.18181818181819
4.806695,67.07692307692308
3.463471,80.27906976744185
8.485149,81.74074074074075
0.645913,72.45454545454545
3.983042,64.67857142857143
0.89447,74.96296296296296
3.601284,84.54166666666667
3.621154,86.73333333333333
5.836279,66.44
2.267801,65.72727272727273
0.470437,56.78333333333333
0.144164,50.27272727272727
0.354828,68.0
2.512102,68.17391304347827
4.625213,57.92857142857143
0.161241,60.285714285714285
5.290361,77.37142857142857
1.194787,68.28571428571429
1.032423,67.83333333333333
1.305085,67.52941176470588
0.202547,68.0
1.004588,72.68181818181819
4.331905,74.36363636363636
