seed,gtnum,sites,duprate,lossrate,transferrate,pop,indelible_rate,avg_bs,nb_leaves,avg_brlen,height,max_copy,mean_copy,rf_eccetera,rf_iqtree
3007,63,300,2,2,1.0,10,1.324533,84.33333333333333,6,0.21105087500000003,1.14971384,2,1.5,0.3333333333333333,0.0
3007,64,300,2,2,1.0,10,1.613845,69.79824561403508,117,0.027769945775862063,1.0235218099999999,14,5.571428571428571,0.2982456140350877,0.2982456140350877
3007,65,300,2,2,1.0,10,3.941424,69.61538461538461,29,0.06255399214285715,1.4274587300000001,2,1.16,0.34615384615384615,0.34615384615384615
3007,66,300,2,2,1.0,10,3.551401,76.8,8,0.06288706214285715,0.42022740999999997,2,2.0,0.0,0.0
3007,67,300,2,2,1.0,10,3.993232,83.7107438016529,124,0.0330044763414634,0.70073947,17,5.904761904761905,0.11570247933884298,0.1322314049586777
3007,68,300,2,2,1.0,10,0.495358,84.57142857142857,24,0.09997101347826086,2.16068641,4,1.8461538461538463,0.14285714285714285,0.14285714285714285
3007,69,300,2,2,1.0,10,2.467406,100.0,4,0.050389289999999996,0.14717492,1,1.0,0.0,0.0
3007,70,300,2,2,1.0,10,2.073418,72.72972972972973,40,0.017663403717948715,0.38568161999999995,14,4.444444444444445,0.2972972972972973,0.2972972972972973
3007,71,300,2,2,1.0,10,0.711312,77.23076923076923,42,0.09794823243902441,2.06550206,5,1.68,0.10256410256410256,0.1282051282051282
3007,72,300,2,2,1.0,10,1.964747,82.16666666666667,21,0.03782697625,0.39211654,1,1.0,0.0,0.2222222222222222
3007,73,300,2,2,1.0,10,4.025959,53.0,5,0.1745972525,0.89950942,2,1.25,0.5,0.0
3007,74,300,2,2,1.0,10,1.769541,81.5,57,0.04961525187499999,0.8426235799999999,12,3.1666666666666665,0.16666666666666666,0.24074074074074073
3007,75,300,2,2,1.0,10,4.791894,75.84,28,0.11587861203703706,1.97679591,3,1.5555555555555556,0.12,0.36
3007,76,300,2,2,1.0,10,0.84319,71.41496598639456,150,0.028803586677852353,0.8679166699999998,11,6.0,0.19047619047619047,0.23809523809523808
3007,77,300,2,2,1.0,10,0.150263,54.75,15,0.02325688535714285,0.14537815,4,3.75,0.4166666666666667,0.25
3007,78,300,2,2,1.0,10,2.643834,78.34210526315789,79,0.028940053141025636,0.60721176,6,3.761904761904762,0.13157894736842105,0.23684210526315788
3007,79,300,2,2,1.0,10,1.069053,64.70588235294117,37,0.04313925736111113,0.86489931,4,1.85,0.17647058823529413,0.29411764705882354
3007,80,300,2,2,1.0,10,5.061924,90.0,4,0.04744798,0.1150749,2,1.3333333333333333,0.0,0.0
3007,81,300,2,2,1.0,10,3.206505,79.64,28,0.04566531203703705,1.2284765000000002,2,1.12,0.28,0.4
3007,82,300,2,2,1.0,10,2.355255,75.37037037037037,30,0.021627893448275867,0.2769053,3,1.4285714285714286,0.18518518518518517,0.25925925925925924
3007,83,300,2,2,1.0,10,5.874132,86.6,8,0.036280164999999996,0.18743656,3,2.6666666666666665,0.2,0.0
3007,84,300,2,2,1.0,10,0.191185,76.6,8,0.06433698357142857,0.44121003000000003,2,2.0,0.0,0.0
3007,85,300,2,2,1.0,10,2.617827,69.02702702702703,40,0.048506694358974346,0.74392964,4,1.7391304347826086,0.2702702702702703,0.13513513513513514
3007,86,300,2,2,1.0,10,1.441813,74.0,58,0.028444367543859667,0.40760262999999997,29,14.5,0.2727272727272727,0.2909090909090909
3007,87,300,2,2,1.0,10,0.288013,59.61904761904762,24,0.0873310580434783,2.42920516,2,1.2,0.09523809523809523,0.09523809523809523
3007,88,300,2,2,1.0,10,6.775569,83.37837837837837,40,0.05279420730769232,0.8662226899999999,3,1.9047619047619047,0.05405405405405406,0.13513513513513514
3007,89,300,2,2,1.0,10,1.011367,72.23809523809524,45,0.054594725000000004,0.90561831,14,11.25,0.2857142857142857,0.21428571428571427
3007,90,300,2,2,1.0,10,4.176673,84.45454545454545,25,0.03266963333333333,0.70373942,3,1.7857142857142858,0.0,0.045454545454545456
3007,91,300,2,2,1.0,10,1.473406,70.6,18,0.02924627647058823,0.5663663,2,1.2857142857142858,0.3333333333333333,0.4666666666666667
3007,92,300,2,2,1.0,10,1.560397,88.55555555555556,12,0.05900698727272726,0.42732159000000003,4,3.0,0.0,0.2222222222222222
3007,93,300,2,2,1.0,10,1.277798,48.0,4,0.015277029999999999,0.03407069,2,2.0,1.0,0.0
